0.33,-0.08,0.01,1497,1503,1005,1497,18.36,1.53
0.33,-0.08,0.02,1497,1503,1005,1497,18.36,1.55
0.34,-0.08,0.02,1497,1503,1005,1497,18.36,1.54
0.34,-0.08,0.01,1497,1503,1005,1497,18.36,1.54
0.34,-0.08,-0.00,1497,1503,1005,1497,18.36,1.54
0.34,-0.08,-0.00,1497,1503,1005,1497,18.34,1.49
0.34,-0.08,0.02,1497,1503,1005,1497,18.34,1.51
0.34,-0.08,0.01,1497,1503,1005,1497,18.34,1.53
0.34,-0.08,0.01,1497,1503,1005,1497,18.34,1.53
0.34,-0.08,0.01,1497,1503,1005,1497,18.34,1.54
0.35,-0.08,-0.00,1497,1503,1005,1497,18.35,1.58
0.35,-0.08,0.02,1497,1503,1005,1497,18.35,1.59
0.35,-0.08,0.01,1500,1500,1005,1500,18.35,1.58
0.35,-0.08,0.03,1500,1500,1005,1500,18.35,1.56
0.35,-0.08,0.00,1497,1503,1005,1497,18.36,1.55
0.35,-0.08,0.00,1497,1503,1005,1497,18.35,1.51
0.35,-0.08,0.02,1497,1503,1009,1497,18.35,1.51
0.36,-0.08,0.00,1497,1503,1009,1497,18.35,1.50
0.36,-0.08,0.00,1497,1503,1005,1497,18.33,1.45
0.36,-0.08,-0.00,1497,1503,1005,1497,18.34,1.46
0.36,-0.09,-0.01,1497,1503,1005,1497,18.36,1.49
0.36,-0.09,-0.01,1497,1503,1005,1497,18.37,1.51
0.36,-0.09,-0.02,1497,1503,1005,1497,18.36,1.51
0.36,-0.09,-0.01,1497,1503,1005,1497,18.35,1.48
0.37,-0.09,-0.01,1500,1500,1009,1500,18.35,1.48
0.37,-0.08,-0.02,1500,1500,1009,1500,18.35,1.49
0.37,-0.08,-0.01,1497,1503,1005,1497,18.35,1.48
0.37,-0.08,-0.01,1497,1503,1005,1497,18.35,1.48
0.37,-0.08,-0.01,1497,1503,1005,1497,18.35,1.50
0.37,-0.08,-0.03,1497,1503,1005,1497,18.35,1.49
0.37,-0.08,-0.04,1497,1503,1009,1497,18.35,1.47
0.38,-0.08,-0.02,1497,1503,1009,1497,18.34,1.47
0.38,-0.08,-0.03,1497,1503,1005,1497,18.35,1.47
0.38,-0.08,-0.05,1497,1503,1005,1497,18.35,1.47
0.38,-0.08,-0.03,1497,1503,1005,1497,18.35,1.47
0.38,-0.08,-0.01,1497,1503,1005,1497,18.36,1.49
0.38,-0.08,0.00,1497,1503,1005,1497,18.38,1.54
0.38,-0.08,0.02,1497,1503,1005,1497,18.40,1.59
0.39,-0.08,-0.00,1497,1503,1005,1497,18.40,1.61
0.39,-0.09,-0.00,1497,1503,1005,1497,18.40,1.60
0.39,-0.09,0.02,1500,1500,1005,1500,18.38,1.54
0.39,-0.09,0.01,1500,1500,1005,1500,18.38,1.55
0.39,-0.08,0.01,1497,1503,1005,1497,18.38,1.55
0.39,-0.09,0.00,1497,1503,1005,1497,18.38,1.55
0.39,-0.09,-0.00,1497,1503,1005,1497,18.38,1.55
0.39,-0.09,-0.02,1497,1503,1005,1497,18.36,1.49
0.39,-0.09,-0.02,1504,1496,1005,1504,18.36,1.51
0.39,-0.09,0.00,1504,1496,1005,1504,18.35,1.46
0.40,-0.09,0.00,1497,1503,1009,1497,18.35,1.45
0.40,-0.09,-0.01,1497,1503,1009,1497,18.33,1.43
0.40,-0.09,-0.01,1497,1503,1005,1497,18.34,1.47
0.40,-0.09,-0.03,1497,1503,1005,1497,18.35,1.48
0.40,-0.09,-0.02,1493,1507,1005,1493,18.36,1.50
0.40,-0.09,-0.01,1493,1507,1005,1493,18.37,1.52
0.41,-0.09,0.02,1497,1503,1009,1497,18.37,1.53
0.41,-0.09,-0.00,1497,1503,1009,1497,18.38,1.56
0.41,-0.09,-0.00,1497,1503,1005,1497,18.38,1.59
0.41,-0.09,-0.01,1497,1503,1005,1497,18.37,1.56
0.41,-0.09,-0.02,1497,1503,1005,1497,18.37,1.54
0.41,-0.09,-0.03,1497,1503,1005,1497,18.38,1.53
0.41,-0.09,-0.02,1497,1503,1005,1497,18.38,1.54
0.42,-0.09,-0.01,1497,1503,1005,1497,18.38,1.53
0.42,-0.09,-0.00,1497,1503,1005,1497,18.38,1.54
0.42,-0.09,-0.03,1497,1503,1005,1497,18.38,1.54
0.42,-0.09,-0.04,1504,1496,1005,1504,18.39,1.54
0.42,-0.09,-0.04,1504,1496,1005,1504,18.39,1.54
0.42,-0.09,-0.01,1497,1503,1005,1497,18.39,1.54
0.42,-0.09,0.00,1497,1503,1005,1497,18.38,1.51
0.42,-0.09,0.03,1500,1500,1005,1500,18.39,1.53
